Title,City,Date,Company Name,Salary,Company Website,Source,Job Type,Location,Job Link
C# Developer,Bexley,2021-04-11 13:41:25.214520,TEKsystems,GBP800 - GBP900 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer.id10714009
Senior Application Developer,Bexley,2021-04-11 13:41:25.219836,COLUMBIA THREADNEEDLE,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Application_Developer.id10560056
Python Developer - Outside IR 35,Bexley,2021-04-11 13:41:25.221125,Non-disclosed,up to £650/Day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer_-_Outside_IR_35.id10711360
HFT C++ Developer – London-Amsterdam-Zurich,Bexley,2021-04-11 13:41:25.222626,Oxford Knight,Base salary up to £150k,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-HFT_C_Developer_%E2%80%93_London-Amsterdam-Zurich.id05845955
Python Quant Developer,Bexley,2021-04-11 13:41:25.225063,Selby Jennings,GBP90000 - GBP120000 per annum + bonus + benefits,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Quant_Developer.id09712130
Python / JavaScript / Full Stack Developer – World Class Hedge Fund – Brand-New Front Office Trading System,Bexley,2021-04-11 13:41:25.228281,Stanford Black,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python__JavaScript__Full_Stack_Developer_%E2%80%93_World_Class_Hedge_Fund_%E2%80%93_Brand-New_Front_Office_Trading_System.id10710253
C++ Software Developer,Bexley,2021-04-11 13:41:25.229864,Fourier Ltd,"£100,000 - £200,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Software_Developer.id10318815
C++ Developer - Urgent Hire!,Bexley,2021-04-11 13:41:25.230150,Fourier Ltd,competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_Urgent_Hire.id10639906
C++ Developer - Tier 1 Investment Bank,Bexley,2021-04-11 13:41:25.230294,Fourier Ltd,competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_Tier_1_Investment_Bank.id10639902
C++ Developer - Proprietary Trading,Bexley,2021-04-11 13:41:25.230434,Fourier Ltd,"£100,000 - £200,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_Proprietary_Trading.id10470712
C++ Developer/Programmer/Engineer– Algo Trading,Bexley,2021-04-11 13:41:25.230717,Fourier Ltd,"£250,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_DeveloperProgrammerEngineer%E2%80%93_Algo_Trading.id09999868
C++ Software Developer/Programmer – Urgent hire!,Bexley,2021-04-11 13:41:25.230859,Fourier Ltd,"£250,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Software_DeveloperProgrammer_%E2%80%93_Urgent_hire.id09999872
C++ Quant Developer/Engineer/Programmer – HFT Market Making,Bexley,2021-04-11 13:41:25.231003,Fourier Ltd,"£250,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Quant_DeveloperEngineerProgrammer_%E2%80%93_HFT_Market_Making.id09999873
C++ Software Developer – Greenfield Project Hire,Bexley,2021-04-11 13:41:25.231148,Fourier Ltd,"£250,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Software_Developer_%E2%80%93_Greenfield_Project_Hire.id09999875
C++ developer - Real time,Bexley,2021-04-11 13:41:25.233593,Fourier Ltd,"£100,000 - £400,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_developer_-_Real_time.id09887961
C++ Developer - HFT,Bexley,2021-04-11 13:41:25.233733,Fourier Ltd,"£100,000 - £400,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_HFT.id09865605
C++ Developer - Amsterdam - Urgent Hire!,Bexley,2021-04-11 13:41:25.233926,Fourier Ltd,competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_Amsterdam_-_Urgent_Hire.id10677291
C++ Engineer/Developer - Prop Trading,Bexley,2021-04-11 13:41:25.234360,Fourier Ltd,"£80,000 - £120,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_EngineerDeveloper_-_Prop_Trading.id10042597
C++ Developer - Proprietary Trading,Bexley,2021-04-11 13:41:25.234502,Fourier Ltd,"£200,000 + bonus",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_Proprietary_Trading.id09189369
Senior Developer,Bexley,2021-04-11 13:41:25.235501,Miryco Consultants Ltd,100000,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Developer.id10707665
Java Developer,Bexley,2021-04-11 13:41:25.239247,Nicoll Curtin - UK,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer.id10707611
Data Engineer - SSIS Developer - SQL - Data Warehousing,Bexley,2021-04-11 13:41:25.240540,TEKsystems,GBP40000 - GBP50000 per annum + 20% Pension + Bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Data_Engineer_-_SSIS_Developer_-_SQL_-_Data_Warehousing.id10706275
FX Quant Developer - Assoc Level,Bexley,2021-04-11 13:41:25.240971,Anson McCade,GBP60000 - GBP90000 per annum + perfomance based bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-FX_Quant_Developer_-_Assoc_Level.id10279159
Java Microservices Developer – Core Engineering – Multi-Billion Dollar FinTech Startup,Bexley,2021-04-11 13:41:25.242563,Stanford Black,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Microservices_Developer_%E2%80%93_Core_Engineering_%E2%80%93_Multi-Billion_Dollar_FinTech_Startup.id10653148
Developer needed / World Class Hedge Fund / First-class development team working across the firm reporting directly to the CTO,Bexley,2021-04-11 13:41:25.242850,Stanford Black,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Developer_needed__World_Class_Hedge_Fund__First-class_development_team_working_across_the_firm_reporting_directly_to_the_CTO.id10436924
Python Quant Developers – Market-Leading FinTech Firm – London – Permanent,Bexley,2021-04-11 13:41:25.243132,Stanford Black,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Quant_Developers_%E2%80%93_Market-Leading_FinTech_Firm_%E2%80%93_London_%E2%80%93_Permanent.id10559091
Full-Stack Python Developer,Bexley,2021-04-11 13:41:25.244276,Non-disclosed,£100000 - £130000 / Yearly (Pro rata) + Guaranteed Bonus + Benefits,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Full-Stack_Python_Developer.id10667293
Front End Developer with Angular,Bexley,2021-04-11 13:41:25.244564,Non-disclosed,£100000 - £120000 / Yearly + Guaranteed Bonus + Holidays,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Front_End_Developer_with_Angular.id10667650
Python Developer - Consultancy - Contract (outside IR35),Bexley,2021-04-11 13:41:25.244995,McCabe & Barton,Up to £650 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer_-_Consultancy_-_Contract_outside_IR35.id10547165
Front Office Core Java Developer,Bexley,2021-04-11 13:41:25.245581,McGregor Boyall,Up to GBP619 per day + Inside IR35,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Front_Office_Core_Java_Developer.id10580319
Senior Full Stack Java Developer X2-React/Financial Services,Bexley,2021-04-11 13:41:25.247948,Harvey Nash,GBP50000 - GBP80000 per annum,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Full_Stack_Java_Developer_X2-ReactFinancial_Services.id10703238
PHP/Hack/React Developer - Social Media,Bexley,2021-04-11 13:41:25.248376,Harvey Nash,GBP400 - GBP500 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-PHPHackReact_Developer_-_Social_Media.id10703368
Credit Quantitative Developer - Hedge Fund,Bexley,2021-04-11 13:41:25.251260,S.R Investment Partners,£ Competitive + Bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Credit_Quantitative_Developer_-_Hedge_Fund.id09547817
Quantitative Java Developer,Bexley,2021-04-11 13:41:25.252287,S.R Investment Partners,£ Competitive + Great Bonus + Benefits,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Java_Developer.id10643473
Senior Java8+ Developer - Crypto/Blockchain - up to 100k,Bexley,2021-04-11 13:41:25.253747,TEKsystems,Up to GBP100000 per annum + Spot Bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Java8_Developer_-_CryptoBlockchain_-_up_to_100k.id10675548
"Senior Developer, Asset Management",Bexley,2021-04-11 13:41:25.255763,TEKsystems,GBP100000 - GBP120000 per annum + + good bonus + benefits,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Developer_Asset_Management.id10679305
Summit Support Software Developer,Bexley,2021-04-11 13:41:25.257194,Non-disclosed,Up to GBP490 per day + Outside IR35,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Summit_Support_Software_Developer.id10670594
Full Stack React Node Developer,Bexley,2021-04-11 13:41:25.263591,Bruin,"£125,000",Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Full_Stack_React_Node_Developer.id10465797
Hedge Fund Python Developer – Contract (12mths – Outside IR35),Bexley,2021-04-11 13:41:25.264900,Black Swan  Group,£750.00pd,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Hedge_Fund_Python_Developer_%E2%80%93_Contract_12mths_%E2%80%93_Outside_IR35.id10655105
Junior Python Developer,Bexley,2021-04-11 13:41:25.268939,mthree,"£40,000-£50,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Junior_Python_Developer.id10639848
Python Quant Developer,Bexley,2021-04-11 13:41:25.270677,TEKsystems,GBP650 - GBP750 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Quant_Developer.id10620373
Python Developer – Market Data – Data & Analytics,Bexley,2021-04-11 13:41:25.270823,Kite Human Capital,"£50,000 to £60,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer_%E2%80%93_Market_Data_%E2%80%93_Data__Analytics.id10620374
Java Developer Content Distribution Tech Banking,Bexley,2021-04-11 13:41:25.272166,iKas International,GBP650 - GBP725 per day + Inside IR35,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer_Content_Distribution_Tech_Banking.id10610075
eFX Developer,Bexley,2021-04-11 13:41:25.272878,TEKsystems,"GBP70000 - GBP120000 per annum + Bonus, Pensions, Allowances etc.",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-eFX_Developer.id10611737
C# Developer,Bexley,2021-04-11 13:41:25.273912,mthree,up to £550 per day inside IR35,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer.id10612538
Full Stack Developer - Python React,Bexley,2021-04-11 13:41:25.279995,Hays Financial Markets,GBP80000.00 - GBP85000.00 per annum,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Full_Stack_Developer_-_Python_React.id10564197
"KDB Developer – Quant Fund - £320,000",Bexley,2021-04-11 13:41:25.282151,Hunter Bond,"Up to £320,000 + bonus + package",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-KDB_Developer_%E2%80%93_Quant_Fund_-_%C2%A3320000.id10500640
Python Developer (Contract),Bexley,2021-04-11 13:41:25.283297,TEKsystems,GBP700 - GBP750 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer_Contract.id10558913
C# Developer,Bexley,2021-04-11 13:41:25.286036,TEKsystems,GBP600 - GBP700 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer.id10542704
React Developer - FX - eTrading - London,Bexley,2021-04-11 13:41:25.286611,Vertus Partners,£100000 - £130000,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-React_Developer_-_FX_-_eTrading_-_London.id09155980
Java Developer - Algo Trading - Investment Banking,Bexley,2021-04-11 13:41:25.286755,Vertus Partners,£110 - £140k + Benefits & Bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer_-_Algo_Trading_-_Investment_Banking.id07936649
Quantitative Developer - Java,Bexley,2021-04-11 13:41:25.294440,Webber Chase,£70-100k plus performance bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer_-_Java.id10486391
Python Developer,Bexley,2021-04-11 13:41:25.294585,TEKsystems,GBP650 - GBP700 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer.id10487389
C++ Games Developer,Bexley,2021-04-11 13:41:25.294730,TEKsystems,GBP550 - GBP600 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Games_Developer.id10487417
Quantitative Developer,Bexley,2021-04-11 13:41:25.297480,B&FS Risk,"80,000 - 150,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer.id09521253
